The odds against hitting him while he's inside his vehicle are very slim.	他人在車裡，你打中他的機率微乎其微。
As much as you'd like to rough this jerk up a bit, you restrain yourself. One move like that could blow your career...especially if anyone around here has a video camera.	你很想把這個混蛋修理一頓，但還是忍住了。這種舉動可能會毀了你的整個職涯……尤其是這附近要是有人拿著攝影機在拍。
This punk looks older and tougher than Simms, and less intimidated, too. He probably thinks he'll be back on the streets within hours...and the sad thing is, he's probably right.	這個小混混看起來比 Simms 年長、更難纏，也更不怕你。他大概覺得自己幾個小時內就能重返街頭……可悲的是，他大概沒說錯。
Sumpthin' you want to tell me, Mr. Colby?	有啥要跟我說的嗎，Colby 先生？
Eat my shorts.	去吃屎啦你。
Hey, snappy comeback, whiz kid.	嘿，反應真快嘛，小天才。
Don't pick the flowers. Another underpaid civil servant toiled long to put them there.	別摘花。這些花可是某個薪水少得可憐的公務員辛苦種出來的。
Many lovely flowers grow in the park. They are still carefully tended by the park's aging gardener, Bert.	公園裡種著許多美麗的花朵，仍由公園裡那位上了年紀的園丁 Bert 悉心照料。
The flowers are shy. They must be wallflowers.	這些花很害羞，想必是壁花吧。
You don't need to pick the grass.	你不需要拔草。
The grass is green and pretty.	這片草地綠油油的，很好看。
You must be losing it, Bonds.	Bonds，你一定是瘋掉了。
When you were a kid, you loved to climb trees in this park. But that was long ago and, it seems, a lifetime away.	你小時候很喜歡在這座公園裡爬樹。但那已經是很久以前的事了，感覺像是上輩子。
Many tall, sturdy oak trees grace the park.	公園裡點綴著許多高大挺拔的橡樹。
The oak tree says: "Prithee, good sir, hast thou seen Maid Marian? Nay? Ah, well. I wish thee good day."	橡樹說：「敢問這位仁兄，可曾見過 Maid Marian 姑娘？沒有嗎？唉，那也罷，祝你有個美好的一天。」
Heads up, Bonds, you never know what you'll find in a city park.	小心點，Bonds，你永遠不知道市立公園裡會藏著什麼。
This path leads into the park.	這條小徑通往公園。
You don't need that, Bonds. It's nowhere near Christmas.	Bonds，你不需要那個，現在根本不是聖誕節。
Full, brushy pine trees give the park a lush appearance.	茂密蓬鬆的松樹讓公園顯得綠意盎然。
As expected, the tree doesn't respond. Perhaps it's pining away for another tree.	不出所料，這棵樹沒有反應。也許它正暗自想念著另一棵松樹。
What do you want to do, cause a foliage avalanche?	你想幹嘛，引發一場「落葉雪崩」嗎？
The posts hold up the embankment.	這些柱子撐住了堤岸。
This is the entrance to the Lytton City Park.	這是 Lytton 市立公園的入口。
There's nothing worth taking on the sidewalk.	人行道上沒有什麼值得拿的東西。
The sidewalk has been recently swept. Maybe Bert did it.	這條人行道最近才掃過，也許是 Bert 掃的。
The boy is so scared, he's shaking. That's the way it is with kids; they never think they'll be caught, they think they'll live forever. With any luck, this little experience will turn his life around.	這個男孩嚇得直發抖。小孩子就是這樣，他們從不覺得自己會被抓，總以為自己能永遠逍遙下去。運氣好的話，這次的經歷或許能讓他徹底改過自新。
Do I have to answer that?	我一定要回答嗎？
No, but it might help. You've already been arrested, Victor. Nothing you say will change that one way or another. But if you help us out, we'll take that into account when we talk to the judge.	不用，但這麼做對你有幫助。Victor，你已經被逮捕了，不管你說什麼都改變不了這個事實。但如果你願意配合，我們會在跟法官談的時候把這點考慮進去。
Okay, I guess. Not too long. Maybe about six months. This guy at school gave me some coke at a party. I guess I kinda liked it, and I kept doing it...and then I couldn't stop.	好吧，我想想……時間不算長，大概六個月吧。學校裡有個人在派對上給了我一些古柯鹼。我大概是喜歡上了，就一直用……後來就停不下來了。
Oh, ain't that just pitiful. You sniveling little creep.	喔，真是可悲啊。你這個哭哭啼啼的小蠢貨。
I didn't ask you anything, Mr. Colby. Victor, did you always buy from this...man?	我沒問你話，Colby 先生。Victor，你一直都是跟這個……人買的嗎？
Uh, no. I used to buy from this guy named Jose Martinez, but I haven't seen him for awhile. My friend Kathy Cobb and I were getting pretty desperate. Then Colby came up to me one day, and--	呃，不是。我以前都跟一個叫 Jose Martinez 的人買，但我有陣子沒見到他了。我朋友 Kathy Cobb 跟我都快撐不住了。後來有一天 Colby 主動找上我，然後——
SHUT UP! Shut up, you little bastard! One more word outta you and you're dead!	閉嘴！給我閉嘴，你這個小混蛋！你再多說一個字就死定了！
Put a lid on it, Colby. You're just digging yourself in deeper.	Colby，閉上你的嘴。你只是在把自己越挖越深而已。
Is there anything else you want to tell me, Victor?	Victor，你還有什麼想告訴我的嗎？
Uh, not here, okay?	呃，不要在這裡，好嗎？
Okay, come on, MISTER Colby. Get in the car.	好了，走吧，Colby『先生』。上車。
Up yours.	去你的。
I beg your pardon? What did you say? Oh, you said you'd like to spend the night in jail with a homicidal biker named Bone Crusher? No problem, Mr. Colby, we can arrange that.	你說什麼？你剛剛說了什麼？喔，你是說你想跟一個叫 Bone Crusher、有殺人前科的飆車族共度一夜牢房時光？沒問題，Colby 先生，我們可以幫你安排。
Okay, I get the message, Miss Police Dog. I'm gettin'.	好啦好啦，我懂了，警犬小姐。我這就走。
There's nothing in the sky to grab.	天空中沒有什麼東西好拿的。
The sky in Lytton is still pretty, but not as clear as it used to be.	Lytton 的天空依然很美，但已經不像從前那麼清澈了。
Yes, the park is lovely this time of year, but you don't want to miss the bust, Bonds. You might consider going into the park.	沒錯，這個季節的公園確實很美，但 Bonds，你可不想錯過這次的緝毒行動，你該考慮進公園去看看。
Yes, I did.	是的，我有。
Bite me. I don't have to say nothin' to you, slut.	去死吧。我什麼都不必跟你這個婊子說。
Kiss my lily-white butt.	親我雪白的屁股啦。
You missed the bust, Sonny!! Geez Louise, I didn't realize I was working with a rank AMATEUR here! Why do I always get the screwups? Morgan's gonna find me a partner who doesn't have his head up his butt or he's gonna have to restaff the whole @#)($@ DEPARTMENT!	你搞砸了這次緝毒行動，Sonny！！我的老天，我居然不知道自己是在跟一個十足的菜鳥搭檔！為什麼每次都讓我碰上這種廢物？Morgan 最好幫我找個腦袋沒塞在屁股裡的搭檔，不然他就得把整個 @#)($@ 部門都換掉！
Uh, no, not yet...	呃，還沒……
Okay, Sonny, we've been given a tip that a drug deal is going down in the park this afternoon. What we need to do is this: You go straight into the park, and position yourself so that you can watch the bench without being observed. I'll go around the side and cover the park's other entrance. Any questions?	好了，Sonny，我們接獲線報，今天下午公園裡會有一筆毒品交易。我們要做的是：你直接進公園，找個位置盯著那張長椅，但別讓自己被發現。我會繞到旁邊，守住公園的另一個入口。有問題嗎？
No. Geez, Laura, I used to play in this park when I was a kid. We used to come here to neck when I was in high school. This is kind of sad.	沒有。天啊，Laura，我小時候常在這座公園裡玩。高中的時候還會跟女朋友來這裡親熱。看到現在這樣，還真讓人有點感傷。
Sure as hell is. There are more dealers than ever, and they're getting meaner than ever, too. Lytton's changing, Sonny. Anyway, let's not waste time. Go on in, I'll see you later.	那還用說。毒販比以前更多，也比以前更凶狠了。Lytton 正在改變，Sonny。好了，別浪費時間了，你進去吧，待會見。
Leave that plant alone, Bonds. It looks hungry.	Bonds，別去碰那株植物，它看起來很飢餓的樣子。
It's a plant with long, spidery leaves.	這是一株葉片細長如蜘蛛腳的植物。
There's nothing to be found on street.	街上沒有什麼好找的。
The park is a refreshing change from pounding the streets.	這座公園讓你暫時擺脫成天在街上巡邏的枯燥，感覺很不錯。
The old concrete bench still feels pretty sturdy.	這張老舊的水泥長椅摸起來還算牢固。
A park bench. You smile, remembering summer evenings in the park with your best girl.	一張公園長椅。你微笑起來，想起了跟心愛的女孩在公園裡共度的夏夜。
You wish you had an eraser, but you don't. There's nothing you can do.	你希望自己有一塊橡皮擦，但你沒有。你束手無策。
You take a good, close look at the drawing. It's a picture of...Yikes! After blushing and clearing your throat a few times, you try to forget you ever saw that drawing.	你湊近仔細看了看這幅畫。畫的是……哎呀！你臉紅了好幾次，清了清喉嚨，努力想忘記自己曾經看過這幅畫。
Pretty Birch trees. You remember that folk artists used to use birchbark to draw on. Hmm, it looks like there's a drawing on this one...	漂亮的樺樹。你記得民間藝術家以前常在樺樹皮上作畫。嗯，這棵樹上好像也有一幅畫……
The birch tree stands in mute embarrassment of the grafitti it now wears on its trunk.	這棵樺樹默默地立著，樹幹上的塗鴉讓它顯得有些難為情。
Not the right move, Bonds.	Bonds，這步棋走錯了。
Yeah, he's trash, but if we shot every useless person we encountered, we'd be up to our noses in dead folk, now wouldn't we? Chill, Bonds.	沒錯，他是個廢物，但要是我們把遇到的每個廢物都斃了，屍體早就堆到天花板了，不是嗎？冷靜點，Bonds。
He's druggie trash. Probably sells to a lot of kids. Get 'em while they're young, that's the slogan.	他是個毒蟲敗類，大概賣了不少東西給小孩子。「趁年輕下手」，這就是他們的座右銘。
You touch the leaves, wishing your houseplants would grow that big. Actually, you wish your houseplants would grow at all.	你摸了摸葉子，希望自己家裡的盆栽也能長這麼大。老實說，你只希望自己的盆栽能活著長大就好。
A big, green, vigorous tropical plant.	一株高大茂盛、生機蓬勃的熱帶植物。
The plant's leaves wave happily back and forth as it basks in your affection.	這株植物的葉子開心地前後搖擺，沐浴在你的關愛之中。
You throw away the three donut wrappers that have been in your pocket since last Tuesday.	你丟掉了口袋裡從上週二就放到現在的三張甜甜圈包裝紙。
It's a garbage can. Give a hoot, don't pollute!	這是一個垃圾桶。多用點心，別亂丟垃圾！
The blades are soft and springy.	草葉又軟又有彈性。
Nice, green, perfectly trimmed grass. Every suburbanite's ideal.	修剪得整整齊齊的翠綠草坪，是每個郊區居民夢寐以求的理想。
The grass is feeling non-communicative today.	這片草地今天似乎不太想說話。
The park is full of beautiful plants. Someone obviously takes good care of them. It's probably Bert, the elusive gardener.	公園裡種滿了美麗的植物，顯然有人細心照料。八成是那位神龍見首不見尾的園丁 Bert。
No one's actually seen Bert for ten years, but it's said that if you leave a bowl of grape nuts on your front porch when the moon is full, he just might mow your lawn for you.	已經有十年沒人真正見過 Bert 了，但傳說只要在滿月的夜晚，在自家門廊放一碗穀物麥片，他說不定就會幫你修剪草坪。
Whether the story is true or not, they really are nifty plants.	不管這個傳說是真是假，這些植物確實長得很不錯。
You have better things to do. (It would be fun to feel that mud squishing between your toes, though...nah.)	你還有更重要的事要做。（雖然讓爛泥在腳趾間擠來擠去感覺應該很有趣……但還是算了。）
A pretty little creek. It used to be full of ducks. The ducks have long since moved to a safer neighborhood.	一條漂亮的小溪。這裡以前滿是鴨子，牠們早就搬去更安全的地方了。
The Last Duck of Bert's Park answers, from his hiding place:	Bert 公園裡最後一隻鴨子，從牠的藏身處回應道：
"Shove off, copper! Where were you when those hoodlums barbequed my Uncle Frank? Where were you when they used Aunt Flozetta to stuff a pillow? You law enforcement types have no respect for waterfowl. Who needs ya."	「滾開，條子！那些小混混烤了我叔叔 Frank 的時候，你們人在哪？他們把我阿姨 Flozetta 拿去填枕頭的時候，你們又在哪？你們這些執法人員根本不把水禽放在眼裡。誰稀罕你們啊。」
You key the radio and quietly let Laura know that you're in position. She responds, "10-4."	你按下無線電，悄悄告訴 Laura 你已經就位。她回應：「10-4。」
You hear Laura over the radio, "Bonds, keep it quiet or you'll screw-up the operation." You wisely decide to shut up.	你聽到 Laura 從無線電裡傳來的聲音：「Bonds，安靜點，不然你會搞砸整個行動。」你很識相地決定閉嘴。
You key the mike, "Laura, I'm movin' in."	你按下麥克風：「Laura，我要行動了。」
You step out from the bushes and yell;	你從灌木叢中走出來，大喊：
You key the radio to talk to Laura. She's responds by telling you to get in position and keep quiet until it's time to make the bust.	你按下無線電要跟 Laura 說話。她回覆你，要你就定位並保持安靜，直到行動時機到來。
This is the lovely Lytton City Park.	這是美麗的 Lytton 市立公園。
You pick up a gum wrapper and throw it in the garbage. Gosh, you feel good about yourself!	你撿起一張口香糖包裝紙丟進垃圾桶。天啊，你對自己感覺好極了！
The sidewalk winds through the park. It used to be a nice place to go strolling on summer nights. Now only criminals, drug addicts, and the terminally stupid are found in the park after sunset.	這條人行道蜿蜒穿過公園，曾經是夏夜散步的好去處。如今日落之後，公園裡只剩罪犯、毒蟲，以及蠢到無藥可救的人。
Hey! Hey, what are you doing? You don't need those. Please, man, don't!	嘿！嘿，你在幹嘛？你不需要那個。拜託，兄弟，別這樣！
Trying to handcuff a suspect while holding your service revolver could get one or both of you killed, Bonds. Holster it first.	Bonds，手裡拿著配槍去銬嫌犯，可能會害你們兩個都送命。先把槍收進槍套。
Sorry, son, it's police procedure. They'll come off as soon as you go through booking.	抱歉了，小子，這是警方程序。等你完成登記收押手續，這些就會拿掉。
You aren't gonna beat me with a rubber hose or anything, are ya?	你們不會拿橡膠管揍我還是幹嘛的吧？
No, Victor. You've been watching too much TV. I'm not going to hurt you.	不會的，Victor。你電視看太多了。我不會傷害你。
Perhaps you should have cuffed the young fellow before attempting to search him. Lt. Morgan was not happy to discover that you let a 17-year-old boy outsmart you. You've been busted back down to Traffic patrol.	也許你該先把這個年輕人銬起來，再搜他的身。Morgan 中尉發現你居然被一個十七歲的男孩耍得團團轉，非常不高興。你已經被降回交通巡邏隊了。
Searching a perp with your gun still in your hand could cost one or both of you your lives, Bonds.	Bonds，手裡還拿著槍去搜身，可能會讓你們其中一人、甚至兩人都送命。
You have the right to remain silent. What you say may be used against you in a court of law. You have the right to an attorney.	你有權保持緘默。你所說的話將可能在法庭上成為對你不利的證詞。你有權聘請律師。
If you can not afford an attorney, one will be appointed to represent you before questioning, if you wish.	如果你請不起律師，在你希望的情況下，會有一位律師在偵訊前被指派代表你。
Very good, Bonds. You've successfully completed your first bust since joining Narcotics.	做得好，Bonds。這是你加入緝毒組以來，第一次成功完成緝毒行動。
No, but it would be helpful to us. You've already been arrested, Victor. Nothing you say will change that one way or another. But if you help us out, we'll take that into account when we talk to the judge.	不用，但這樣對我們會有幫助。Victor，你已經被逮捕了，不管你說什麼都改變不了這個事實。但如果你願意配合，我們會在跟法官談的時候把這點考慮進去。
Okay, I guess. Not too long. Just about six months, I guess. This guy at school gave me some coke at a party. I guess I kinda liked it, and I kept doing it...and then I couldn't stop.	好吧，我想想。時間不算長，大概就六個月吧，我想。學校裡有個人在派對上給了我一些古柯鹼。我大概是喜歡上了，就一直用……後來就停不下來了。
Uh, not here, Okay?	呃，不要在這裡，好嗎？
Up yours, bitch.	去你的，賤人。
I beg your pardon? What did you say? Oh, you said you'd like to spend the night in jail with a homicidal biker named Bone Crusher? No problem, Mr. Colby, we can do that.	你說什麼？你剛剛說了什麼？喔，你是說你想跟一個叫 Bone Crusher、有殺人前科的飆車族共度一夜牢房時光？沒問題，Colby 先生，我們可以這麼安排。
Yeah! I feel really good about this one, Laura. Let's take these guys in.	沒錯！這次幹得漂亮，Laura。把這些人帶回去吧。
I'm not going to shoot you, son. Put your hands over your head.	我不會開槍打你的，小子。把手舉到頭上。
HALT! I'm a police officer!	站住！我是警察！
I'm halting, I'm halting! Don't shoot me, okay?	我站住了，我站住了！別開槍打我，好嗎？
What's your name?	你叫什麼名字？
